"144 , LINE 5 , SECTION 11","(22.8933377, 91.5339391)"
"BANGLADESH VIETNAM CHAMBER OF COMMERCE & INDUSTRY ( BVCCI ), INDUSTRIAL AREA","(31.5082, 34.45641)"
"GULSHAN PINK CITY SHOPPING COMPLEX, GULSHAN 2","(23.7917, 90.4167)"
"ANIK VARIETIES STORE MIR HAZIRBAGH JATRABARI","(24.98797, 90.90801)"
"HOUSE 106 , ROAD 3 , BLOCK F , BANANI , DHAKA","(24.16667, 90.41667)"
"SHOTORUPAR RANNAGHOR , DILUROAD , NEW ESKATON","(23.7472147, 90.3980307)"
" h 1099 bindu britto 
goli east shewrapara ",""
"HELP-US DRUGS ADDICTION TREATMENT CENTRE , SECTOR 3 , UTTARA","(23.8667, 90.4)"
"H 32 RD 12 SOUTH BANASREE PROJECT",""
"HUNGRY FAST FOOD , H 9 , 113 A , GULSHAN 1","(23.7917, 90.4167)"
"NEW SHOWON FURNITURE , H 423/E , RD 2 ADABOR","(23.7670567, 90.3583818)"
"ISLAMI BANK LIMITED,HOUSE 260,AL HAJ ABDUS SOBHAN ROAD,BLOCK B,BASHUNDHARA R/A","(53.35222, -7.20167)"
"NAYANAGAR JAME MASJID , NAYANAGAR , KHILKHET","(23.8316678, 90.4248321)"
"AWAL MEDICINE CORNER,HOUSE 35,ROAD 5,BLOCK A,BANASREE,DHAKA","(24.16667, 90.41667)"
"HOUSE 23 , ROAD 10 , BLOCK C , MIRPUR 12","(23.805, 90.366)"
"HAQUE SHOPPING CENTER , BT RD , 1347","(24.3137, 89.6089)"
"RIANT ENLIVEN,HOUSE 12,ROAD 19,SECTOR 13,UTTARA","(23.8667, 90.4)"
"MOLLAR'S TEA STORE , GULSHAN 2","(23.7917, 90.4167)"
"SONKOR BUS STOP,RESIDENTIAL AREA,DHANMONDI","(23.74, 90.385)"
"FRENZY FOOD , 15/9, 60, FOOT , SENPARA PARBATA BOROBAGH","(23.806478, 90.3693146)"
"B A ASSOCIATES (RI-567),SHANTINAGAR,KAKRAIL","(23.73333, 90.4)"
"NORTH END COFFEE ROASTERS DHANMONDI , RESIDENTIAL AREA","(23.7383544, 90.3782899)"
"AMARELO , H 77/B , RD 3 , BANANI","(23.793299, 90.3987947)"
"MOBIL,NOBINOGOR KALIAKOIR ROAD,NOBINAGAR","(23.9123657, 90.2605169)"
"LABAID DIAGONISTIC CENTRE,MAIN RD 1,BLOCK B,MIRPUR  1","(23.805, 90.366)"
"block b dhaka uddan mohammadpur","(23.7659, 90.35851)"
"CHEFS TABLE,GULSHAN 2,GULSHAN","(23.7917, 90.4167)"
"FISH & CO,BIR UTTAM MIR SHAWKAT  SARAK,GULSHAN 1","(33.4420026, -118.5710296)"
"MA ELECTRIC , SOBHANBAG , MANIK MIA AVENUE","(23.7583626, 90.3792793)"
"HOLY CROSS COLLEGE,HOLYCROSS COLLEGE RD,FARMGATE","(23.7590394, 90.3871113)"
"SECTOR 15 WELFARE SOCIETY OFFICE,UTTARA","(23.8667, 90.4)"
"BISMILLAH GENERAL STORE,8/B/2,SHAH SHAHEB NAGAR,MIDDLE PAIKPARA,MUKTI HOUSING,MODHO PAIKPARA","(22.28455, 91.9809)"
"THE CAFE RIO,SECTOR 7","(23.8393851, 90.5206465)"
"PROPOSED SITE FOR CHINA BANGLADESH FRIENDHSIP EXHIBITION CENTER,SECTOR 21,PURBACHAL","(23.8426962, 90.5338706)"
"MIRPUR ROAD , MUKIT HOUSING , KALLYANPUR","(23.7806848, 90.3613321)"
"RANGDHONU , B/2 , STATION RD , KAMALAPUR","(23.73723, 90.42533)"
"RD 17,BLOCK F, BASHUNDHARA R/A","(23.8166725, 90.4294266)"
"H 338 , TALTOLA RD , TALTOLA , KHILGAON","(23.75722, 90.46443)"
"ADHUNIK HOSPITAL ROAD, SECTION 12","(22.8933377, 91.5339391)"
"MILTON KAZI , ARAMBAG RESIDENTIAL AREA , MIRPUR 7","(23.805, 90.366)"
"RD 6, DHAMALKOT , DHAKA CANTONMENT","(23.82444, 90.40556)"
"SADIA CONFECTIONERY , DHAKA CHITTAGONG HIGHWAY , SHONIR AKHRA","(24.9058, 88.77014)"
"KHANJ GLOBAL , LAKE CITY , KHILKHET","(23.8316678, 90.4248321)"
"ASIAN POWER GENERATION , TOLARBAG MIRPUR 1","(23.805, 90.366)"
"LATIM TRAVELS AND TOURISM,ADARSHA NAGAR,BADDA","(24.34671, 90.00523)"
"AUSTRALIAN HIGH COMISSION,2 GULSHAN AVENUE,GULSHAN 2,GULSHAN","(23.7917, 90.4167)"
"NAKSHI PALACE,H 2/KA/14,HABIBULLAH RD,SHAHBAG","(23.738, 90.4)"
"ALL HAJJ MD . HAJRARALI , JA  44 , GULSHAN LINK ROAD , DAKKHIN BADDA , GULSHAN","(23.7805185, 90.420013)"
"STAR LINE BUS COUNTER SPECIAL , MANIKNAGAR , TT PARA","(23.7241561, 90.4346377)"
"POPULAR PLACE,SHEKHERTEK,MOHAMMADPUR","(23.7659, 90.35851)"
"MEGAMIND PLUS CORPORATE OFFICE , BLOCK B , BANASREE","(23.7639311, 90.4275168)"
"M/S JANNATUL MOTORS , DHAKA ARICHA HIGHWAY","(23.8702616, 89.9908794)"
"RAMPURA TITASS RD,BLOCK B,BANASHREE","(24.4750917, 91.7776231)"
"FALAQ EXPRESS , MOHAMMADI HOUSING LIMITED , MOHAMMADPUR","(23.7659, 90.35851)"
"JUSTICE SHAHABUDDIN AHMED PARK,GULSHAN 2,GULSHAN","(23.798163, 90.4149208)"
"SOHEL RANA FILMS MEDIA COMPANY , ROAD 27 , BLOCK K , BANANI","(23.790321, 90.4076959)"
"MOFIZ RASHIDA VILLA , H 19/5, BABAR RD , MOHAMMADPUR","(23.7659, 90.35851)"
"OSLAM MANSION , 23 24 , SECTION 6","(22.8933377, 91.5339391)"
"H 17 , RD 15 , NIKUNJA 2","(23.8335443, 90.4165704)"
"MSPSC GURDIAN WAITING AREA ( OVIBABOK OPEKKHAGAR) , DOHS , MIRPUR","(23.805, 90.366)"
"JK CONVENTION HALL , BUDDHO MONDIR , BASHABO","(23.7405474, 90.4333478)"
"DELTA HEALTH CARE MIRPUR LTD,SECTION 7","(22.8933377, 91.5339391)"
"azimpur officers quarter pond , azimpur officers quarter",""
"RAJU GARDEN,231, I BLOCK ROAD 8,BASUNDHARA R/A",""
"AAA ENGINEERS,SECTOR 11,UTTARA","(23.8667, 90.4)"
"ISPAHANI ISLAMIA EYE INSTITUTE  AND HOSPITAL ,KHAMARBARI RD, FARMGATE","(23.7590394, 90.3871113)"
"AIRPORT RENT A CAR,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA","(23.8416155, 90.4101005)"
"SECTOR 13  PARK , UTTARA","(23.8706185, 90.3873717)"
"VISION EMPORIUM , BRAMMONCHIRON, SAYEDABADF",""
"OLD SCHOOL BAKERY,MIRPUR DOHS","(23.8371883, 90.3689834)"
"KOREAN RESTAURANT /BEST GULSHAN RESTAURANT , BLOCK E , BANANI","(23.790321, 90.4076959)"
"ananda's auto workshop , west dhanmondi","(23.74, 90.385)"
"RD 32,GULSHAN 1","(23.7947055, 90.4023902)"
"PROPERTY PLAZA,H 66,OUTER CIRCULAR RD,MOGBAZAR","(23.7492995, 90.4058749)"
"FOOD+PLUS SNACKS CORNER, HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA","(23.8416155, 90.4101005)"
"OFFICE OF THE ADDL IG APBN,SECTOR 2,UTTARA","(23.8667, 90.4)"
"229,ROAD 2,BASUNDHARA R/A",""
"NORTH END COFFEE ROASTERS , BLOCK CWN , GULSHAN 2","(23.7917, 90.4167)"
"H 73, SIPAHIBAG RD , GORAN","(23.75027, 90.43413)"
"RADIAQNT LABORATORY HIGH SCHOOL, SOUTH BISHIL , MIRPUR 1","(23.805, 90.366)"
"RAAGA ART CAFE,SECTOR 13,UTTARA","(23.8667, 90.4)"
"RD 55 , GULSHAN 2","(23.7983716, 90.4102869)"
"bangladesh nursing & midwifery council , h 203 , s nazrul sarani purana paltan","(23.6108982, 89.5115233)"
"LAKE VIEW CLINIC , H 5 , RD 79 , GULSHAN 2","(23.7917, 90.4167)"
"MP HOSTEL , PRIME MINISTER OFFICE RD , WEST NAKHALPARA","(23.7683469, 90.3918344)"
"HOUSE 8 ROAD 2/D UTTARA","(23.8667, 90.4)"
"NOTUN BAZAR BUS STOP,BIR UTTAM RAFIQUL ISLAM AVE,
NOTUN BAZAR,VATARA","(23.7985609, 90.4246369)"
"RD 141 , GULSHAN 1","(23.7947055, 90.4023902)"
"6/17/A, MIRPUR 10  2 SERVICE ROAD SENPARA PARBATA , BOROBAGH","(23.8023776, 90.3593743)"
"DHAKA RIVER PORT SADAR LAUNCH TERMINAL",""
"AMZ HOSPITAL SHADHINOTA SARANI , NORTH BADDA","(24.34671, 90.00523)"
"PIZZA SQUARE , NURJAHAN ROAD , MOHAMMADPUR","(23.758302, 90.3626668)"
"TOKYO EMPORIUM , BLOCK G , BASHUNDHARA R/A","(23.8166725, 90.4294266)"
"BIRDEM HOSPITAL,SHAHBAGH CIRCLE",""
"H KA 25,SHAHID ABDUL AZIZ RD,BLOCK A,BASUNDHARA R/A",""
"H 20 RD 6 BANASREE","(23.7630023, 90.4343932)"
"MODHUBAG RD , MODHUBAG , MOGBAZAR","(23.7575807, 90.4097896)"
"ATCL BUS COUNTER, MIRPUR RD ,  KALABAGAN",""
"RANGDHANU TOWEE , ALOM NAGAR , HEMAYETPUR","(23.7935258, 90.2708736)"
"H 485,RD 2,BLOCK D,BASUNDHARA R/A",""
"BARDEM GENERAL HOSPITAL 2,FOR WOMEN AND CHILDREN,SEGUNBAGICHA RD","(23.7253034, 90.3911721)"
"SUSHI KYUBEY , ROAD 50 , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)"
"MOHAMMADPUR BUS STAND , SATMASJID ROAD , MOHAMMADPUR","(23.7569928, 90.3617359)"
"MARIE STOPES CLINIC,BLOCK B,MIRPUR 11","(23.805, 90.366)"
"MAMA HOTEL , MATIKATA RD , MATIKATA","(25.14906, 88.65018)"
"SWARGASAYA GROUP,BLOCK G,BASUNDHARA R/A",""
"SARKARI SANGIT COLLEGE , SHER E BANGLA RD , AGARGAON","(23.7773573, 90.3792551)"
"BANGLADESH EYE HOSPITAL BANANI , KAMAL ATATURK AVENUE , BLOCK C , BANANI","(23.790321, 90.4076959)"
"FFC,H 32/3/GA,BIR UTTAM RAFIQUL ISLAM AVE,SHAHJADPUR","(23.79191, 90.42498)"
"HAZRAT SHAHJALAL INTERTIONAL AIRPORT",""
"KALACHANPUR BAITUL NUR CENTRAL JAMIA MASJID,KALACHANPUR MAIN RD,KALACHANPUR",""
"EMERALD HEIGHTS , WEST , DHANMONDI","(23.74, 90.385)"
"MEW MEW SHOP BD ( ADABOR) , ADABAR , MOHAMMADPUR","(23.7659, 90.35851)"
"COZMO CAFE & BISTRO,BLOCK G,BASUNDHARA R/A","(33.3247371, 44.4516787)"
"MD RAKIB HOWLADER , GREEN ROAD , DHANMONDI","(23.74, 90.385)"
"CIAM SCHOOL, 103, AZIMPUR KOBORSTHAN ROAD , NIJHUM RESIDENTIAL AREA, HAZARIBAG","(23.66603, 90.44659)"
"BURGER N CO,MIDDLE MONIPUR BAREK MOLLAS MOR,60 FEET,MIRPUR","(23.805, 90.366)"
"SAMATA PHARMA , H 157 , ELEPHANT RD , HATIRPOOL","(23.7416058, 90.3915421)"
"RD 6 , BLOCK B , BASHUNDHARA R/A","(23.8166725, 90.4294266)"
"FAITH TOWER FAITH BIBLE CHURCH BIRULIA AKRAN RD ASHULIA","(23.866619, 90.3102939)"
"TARABO BISSHO ROAD,BANGLADESH","(24.4769288, 90.2934413)"
"EMERGENCY DEPARTMENT,UNITED HOSPITAL LIMITED,GULSHAN 2","(23.7917, 90.4167)"
"DHAKA CMH CANCER CENTER , MATIKATA MIRPUR ECB",""
"PROYOJON.COM SHOP, ENAYETGANJ LANE , HAZARIBAGH","(23.7319838, 90.368413)"
"STAR LINE BUS COUNTER SPECIAL,MANIKNAGAR,TT PARA","(23.7241561, 90.4346377)"
"OPERATION BUILDING , BIMAN BANGLADESH AIRLINES , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT KURMITOLA","(23.8416155, 90.4101005)"
"H K 75/8, RD 13 , KALACHANDPUR","(23.86878, 89.87746)"
"AMTOLA BAZAR,60 FEET,MIRPUR 2","(23.805, 90.366)"
"GODNAIL BAGPARA JAME MASJID,BAKPARA STREET,BARMAISTAN,GODENAIL,NARAYANGANJ,1430","(23.7219, 90.5789)"
"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT TERMINAL 2 AIRPORT ROAD NEW AIRPORT ROAD KURMITOLA SECTOR 2","(43.99329, -107.94926)"
"MOKBUL HOSSAIN DEGREE COLLEGE , SADEK KHAN RD , KATASUR","(23.75992, 90.35632)"
"PORSHI , H 130/1, RD 8 , MOHAMMADPUR","(23.7659, 90.35851)"
"MAMOON'S , H 29 , RD 4 , BLOCK E , BANASHREE","(24.4750917, 91.7776231)"
"MAPLE BEAR CANADIAN SCHOOL , DHAKA CENTRE , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)"
"DUTCH-BANGLA BANK LIMITED LOCAL OFFICE , DILKUSHA , MOTIJHEEL","(23.7246577, 90.4102205)"
"BANCON DEVELOPEMENTS LTD,ROAD 3,NIKETON,GULSHAN","(23.7917, 90.4167)"
"BALKAN HOUSE,SECTOR 13,UTTARA","(23.8667, 90.4)"
"ALODGE , 11 , KUTUM GOLI , TALTOLA , POSCHIM KAFRUL","(23.78822, 90.37359)"
"SILKWAY GROUP.H 25,RD 4,GULSHAN 1","(23.7917, 90.4167)"
"PROSHIKA CIRCLE , MIRPUR 2","(23.805, 90.366)"
"AZMIRI PARADISE PARK,HOUSE 726/24/3/A,ROAD 10,BAITUL AMN HOUSING SOCIETY,MOHAMMADPUR","(23.7659, 90.35851)"
"DHAKA MEDICAL COLLEGE , SANDHANI UNIT RD ,  DHAKA MEDICAL COLLEGE","(23.7264545, 90.3972526)"
"AUTO MATE , ZANTRIK DIGITAL GARAGE , ARJOTPARA , MOHAKHALI","(23.7766111, 90.3961091)"
"ANTERIOR ARCHITECTS , RESIDENSIAL AREA , DHANMONDI","(23.74, 90.385)"
"STONE RIDE , H 41 /5, RD 1 MOHAMMADPUR","(23.7659, 90.35851)"
"NEST SOURCING LTD , RD 10 , MIRPUR DOHS","(23.8371883, 90.3689834)"
"NORTH SOUTH UNIVERSITY, BASUNDHARA R/A",""
"HOTEL AIR INN , SAECTOR 1, UTTARA","(23.8667, 90.4)"
"18/2,UNDER CONSTRUCTION,MUKTI HOUSING,KALLYANPUR","(23.7858083, 90.3717024)"
"HOUSE 83/5, OMAR ALI LANE , WEST RAMPURA , RAMPURA","(23.76261, 90.42051)"
"ROAD 6 B , SECTOR 12","(23.8426962, 90.5338706)"
"MOHAKHALI BUS STAD",""
"HOUSE 40,ROAD 16,SECTOR 14,UTTARA","(23.8667, 90.4)"
"SUB REGISTRY OFFICE , INDUSTRIAL AREA , TEJGAON","(23.76296, 90.38971)"
"DOLPHIN GOLI,KALABAGAN",""
"BHOLAIA , BOROBAG , MIRPUR 2","(23.805, 90.366)"
"RN ENTERPRISE , BANGLA BAZAR , SUTRAPUR","(24.87536, 90.20064)"
"SHIA MAZAR RD  , SHAHEENBAG","(23.7727992, 90.3929208)"
"HOUSE 39,ROAD 6/A,SECTOR 12,UTTARA","(23.8667, 90.4)"
"EACH YANEE,45,RD 37,BANANI","(23.7947055, 90.4023902)"
"PMTC BANGLADESH LIMITED , ROAD 34, GULSHAN AVE , GULSHAN 1","(23.7917, 90.4167)"
"ASHULIA HAJERA KHATUN DAKHIL MADRASA,ANOWAR JUNG RD,RUSTAMPUR,ASHULIA,1341","(24.3137, 89.6089)"
"BERIBADH RD,PROMINENT HOUSING,MOHAMMADPUR","(23.7659, 90.35851)"
"CONCORD MANOR , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)"
"ELEVEN  CAFE, OINK CITY SHOPPING MALL , GULSHAN - 2","(23.7917, 90.4167)"
"TWENTY 20 SNACKS",""
"BOARD BAZAR BUS STOP , DHAKA MYMENSINGH HIGHWAY , PURBO ARICHPUR","(23.8999711, 90.3990639)"
"LAL SOBUJ PORIBAHAN , LAL SOBUJ PORIOBAHAN , A GB COLONY , MOTIJHEEL","(23.7272598, 90.4211957)"
"BONOFUL AND COMPANY , RD 3, MIRPUR 11","(23.805, 90.366)"
"SIMPLETREE ANARKALI , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)"
"BARISHAL STORE,BEGUNBARI,TEJGAON","(23.76296, 90.38971)"
"FOOD BOX,RD 6,BLOCK B,MIRPUR 12","(23.805, 90.366)"
"15A/13A,BLOCK F,HAZI CHINO MIA ROAD,TIKKAPARA,MOHAMMADPUR","(23.7659, 90.35851)"
"MOHONA FILLING STATION , MIRPUR RD, DARUSSALAM , DARUS SALAM","(23.7799167, 90.3539607)"
"MESS C , SHAHID SARANI , KURMITOLA","(23.8251851, 90.4057949)"
"KOHLIL GOST BITAN,SHAHJAHANPUR,MOTIJHEEL","(23.7385042, 90.4238777)"
"PAILPARA GOVT , STAFF QUARTER , TOLARBAGH , MIRPUR 1","(23.805, 90.366)"
"NATIONAL INSTITUTE OF NEURO SCIENCE & HOSPITAL , 60 FEET ROAD , MUKTI HOUSING , PASCHIM AGARGAON","(23.7784606, 90.3689109)"
"ASHA MONI STORE,LALMATIA,MOHAMMADPUR","(23.7659, 90.35851)"
"SILICON VINTAGE,H 700,RD 11,ADABOR","(23.7663853, 90.3581208)"
"H 10 , RD 6 , BLOCK C , BANASHREE","(24.4750917, 91.7776231)"
"SALMA MANZIL,H 923,MASJID RD,SHAHIDBAG,SHANTIBAGH,MALIBAGH","(23.7456264, 90.419693)"
"AYESHA MEMORIAL HOSPITAL , BIR UTTAM ZIAUR RAHMAN RD , MOHAKHALI","(23.77499, 90.3951924)"
"HOUSE 4, ROAD 14/B , SECTOR 4, UTTARA","(23.8667, 90.4)"
"`HOUSE - 5/C ROAD 13 SECTOR 3, UTTARA","(23.8667, 90.4)"
"KJHILKHET BAZAR","(25.74442, 88.49186)"
"ANWAR LANDMARK ANGELIC,SHYAMOLI,MOHAMMADPUR","(23.7659, 90.35851)"
"RD 4,BLOCK C,MIRPUR 12","(23.8063402, 90.3570259)"
"SHUPTO NILOY , H 30 , RD 6 , MERUL BADDA","(24.34671, 90.00523)"
"H 5 , RD 7F , BANANI","(23.790321, 90.4076959)"
"CRYSTAL SAJIN 3, ROAD 2, SECTOR 1, KURMITOLA , SECTOR 2","(33.36074, 44.44738)"
"GOLAPBAG RD , GOLAPBAG , JATRABARI","(23.7080014, 90.4292746)"
"DUTCH BANGLA BANK FAST TRACK , KAERAN BAZAR , TEJGAON","(23.76296, 90.38971)"
"BIJOY RAKEEN , LINE 3 , MIRPUR 13","(23.805, 90.366)"
"HOUSE 342 LANE 5 BARIDHARA DOHS",""
"RANGS MAYABI , MALIBAGH BAZAR ROAD , CHOWDHURIPARA , MALIBAGH","(23.7488303, 90.4238988)"
"ASRAY , 127, D BLOCK 7 NO ROAD , BLOCK D, BASHUDNHARA R/A","(38.5, -0.5)"
"putlir bari , plot 198, rd 6 , block b , basdhundhara r/a",""
"LUBANA GENERAL HOSPITAL & UTTARA CARDIAC CENTER,GARIB E NEWAZ AVE,SECTOR 13,UTTARA","(23.8703294, 90.3906771)"
"YELLOW'S KITCHEN , BAREK MPLLAH MPR , MIRPUR","(23.805, 90.366)"
"CAREERSHUB BANGLADESH,ROAD 04,BLOCK B,BANANI","(23.790321, 90.4076959)"
"VINTAGED BRIDAL CULTURE , SECTOR 5 , UTTARA","(23.8667, 90.4)"
"BISMILLAH STORE,SECTION 7,MIRPUR","(23.805, 90.366)"
"ITTADI DEPARTMENTAL STORE , KACHUKHET , DHAKA CANTONMENT","(23.82444, 90.40556)"
"DEWAN CORPORATION,BLOCK C,BANANI","(23.790321, 90.4076959)"
"8/14, ZAKIR HOSSAIN ROAD , LALMATIA","(23.756423, 90.3674809)"
"CHANNEL I TV / INCEPTA , SHAHID TAZUDDIN AHMED AVE , TEJGAON INDUSTRIAL AREA","(23.7648783, 90.405798)"
"NORTH END COFFE ROASTERS,SHAHABUDDIN AHMED PARK,GULSHAN 2,GULSHAN","(23.7917, 90.4167)"
"RD 32, MOHAKHALI DOHS","(23.7807594, 90.3952941)"
"BISMILLAH PHARMACY & TELECOM , WEST DHOLAIRPAR","(22.360838, 91.830377)"
"320/B , ROAD 8A, DHANMONDI , 1209","(23.7453686, 90.3749107)"
"ROSENDALE , H 5 , RD 3 , DHANMONDI","(23.74, 90.385)"
"S M MACHINERY,NAWABPUR,BANGSHAL","(23.71558, 90.40628)"
"MAYER SHOPNER BARI EAST RAMPURA","(23.76261, 90.42051)"
"BANGLADESH LASER SKIN CENTER , GREEN ROAD , DHANMO",""
"GELATISSIMO","(23.7905678, 90.4081545)"
"PROGRESS GROUP , ROAD 17/A, BLOCK E , BANANI","(23.790321, 90.4076959)"
"LALMATIA GIRLS HIGH SCHOOL , ZAKIR HOSSAIN RD , BLOCK D, MOHAMMADPUR","(23.7659, 90.35851)"
"SUNSHINE,57,ROAD 4,BLOCK D,BASUNDHARA R/A",""
"GRAMEENPHONE OFFICE,ALHAZ ABDUS SOBHAN RD, BASHUNDHARA R/A","(23.8166725, 90.4294266)"
"AL - AZHAR INTERNATTIONAL GRAMMAR SCHOOL- AIGS , SECTOR 11, UTTARA","(23.8667, 90.4)"
"H 28/D , SEGUNBAGICHA RD , SEGUNBAGICHA","(23.7253034, 90.3911721)"
"SADHONA OUSHADHALOY , BEGUM ROKEYA SARANI , MIRPUR 11","(23.805, 90.366)"
"HARUN MOLLA EIDGAH FIELD , BEGUM ROKEYA SARANI , MIRPUR 12","(23.805, 90.366)"
"RD 3 , A NIKETON","(23.7751481, 90.4120988)"
"ASAD AVENUE MASJID,3/12,BLOCK A,ASAD AVENUE,MOHAMMADPUR","(23.7659, 90.35851)"
"ELEVEN CAFE , ROAD 103 , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)"
